Post Date,Publishable Label,Transaction Amount,"Publishable label is provided by Bank and is industry standard.  May not, however, give true indication of purchase - additional comment provided as necessary",,
17/02/12,Cash,10000.00,Cash imprest for HR Evacuation Team,,
01/02/12,Catalogue,1084.78,,,
02/02/12,Catalogue,1963.88,,,
03/02/12,Catalogue,1319.96,Laptops for post,,
06/02/12,Catalogue,2602.13,Travel through official travel agency at post,,
06/02/12,Catalogue,1565.91,Travel through official travel agency at post,,
06/02/12,Catalogue,2148.26,Travel through official travel agency at post,,
06/02/12,Catalogue,1129.41,Travel through official travel agency at post,,
06/02/12,Catalogue,550.75,,,
09/02/12,Catalogue,843.81,,,
10/02/12,Catalogue,1079.98,Extractor canopy for social club at post,,
10/02/12,Catalogue,683.22,,,
10/02/12,Catalogue,3980.39,Mobile phone provider charges,,
10/02/12,Catalogue,2338.59,Mobile phone provider charges,,
10/02/12,Catalogue,3100.30,Mobile phone provider charges,,
10/02/12,Catalogue,2166.98,Mobile phone provider charges,,
10/02/12,Catalogue,1752.66,Mobile phone provider charges,,
10/02/12,Catalogue,2184.93,Mobile phone provider charges,,
13/02/12,Catalogue,886.62,SPC 60 Paper Drill,,
13/02/12,Catalogue,870.34,,,
13/02/12,Catalogue,527.70,,,
13/02/12,Catalogue,843.18,,,
13/02/12,Catalogue,561.27,,,
13/02/12,Catalogue,936.08,,,
13/02/12,Catalogue,577.97,,,
13/02/12,Catalogue,936.10,,,
13/02/12,Catalogue,2092.37,Travel through official travel agency at post,,
13/02/12,Catalogue,521.88,,,
14/02/12,Catalogue,1529.26,,,
14/02/12,Catalogue,888.78,,,
15/02/12,Catalogue,886.62,,,
16/02/12,Catalogue,607.89,,,
17/02/12,Catalogue,502.03,,,
17/02/12,Catalogue,559.01,,,
21/02/12,Catalogue,1444.03,,,
21/02/12,Catalogue,608.18,,,
27/02/12,Catalogue,858.24,,,
29/02/12,Catalogue,4008.77,Mobile phone provider charges,,
29/02/12,Catalogue,2181.67,Mobile phone provider charges,,
29/02/12,Catalogue,3862.58,Mobile phone provider charges,,
29/02/12,Catalogue,591.63,,,
29/02/12,Catalogue,1979.21,Mobile phone provider charges,,
29/02/12,Catalogue,718.86,,,
29/02/12,Catalogue,850.07,,,
13/02/12,Clothing,3333.75,Furniture for staff accommodation at new post,,
20/02/12,Clothing,533.48,,,
28/02/12,Clothing,2054.85,,,
16/02/12,Department Stores,1399.65,Laundry equipment in overseas residential compound,,
23/02/12,Department Stores,1007.50,Office furniture,,
06/02/12,Diy & Household Stores,773.60,,,
07/02/12,Diy & Household Stores,682.22,,,
08/02/12,Diy & Household Stores,992.08,,,
10/02/12,Diy & Household Stores,625.39,,,
10/02/12,Diy & Household Stores,538.04,,,
13/02/12,Diy & Household Stores,542.94,,,
13/02/12,Diy & Household Stores,1179.95,IT equipment,,
13/02/12,Diy & Household Stores,957.98,,,
13/02/12,Diy & Household Stores,539.98,,,
17/02/12,Diy & Household Stores,511.12,,,
20/02/12,Diy & Household Stores,875.00, White marquees for use at official functions at post,,
20/02/12,Diy & Household Stores,875.00,Green marquees for use at official functions at post,,
20/02/12,Diy & Household Stores,525.48,,,
27/02/12,Diy & Household Stores,1076.22,Office equipment,,
27/02/12,Diy & Household Stores,692.29,,,
27/02/12,Diy & Household Stores,989.37,IT equipment,,
27/02/12,Diy & Household Stores,983.18,IT equipment at post,,
28/02/12,Diy & Household Stores,1214.23,Purchase of soft furniture for staff accommodation,,
28/02/12,Diy & Household Stores,536.51,,,
29/02/12,Diy & Household Stores,639.46,,,
01/02/12,Entertainment,638.44,,,
02/02/12,Entertainment,2438.21,Exhibition stand at Earl's Court,,
02/02/12,Entertainment,929.65,Official lunch hosted during UNGA at post,,
03/02/12,Entertainment,504.00,Official contracted catering supplier,,
03/02/12,Entertainment,504.00,Official contracted catering supplier,,
06/02/12,Entertainment,586.95,Working lunch for delegations at official one-day talks,,
06/02/12,Entertainment,642.24,Official travel/accommodation to/at post,,
10/02/12,Entertainment,742.78,Official contracted catering supplier,,
10/02/12,Entertainment,702.48,Official contracted catering supplier,,
10/02/12,Entertainment,691.08,Official contracted catering supplier,,
13/02/12,Entertainment,692.70,Official contracted catering supplier,,
15/02/12,Entertainment,505.01,Catering at official Seminar at post,,
15/02/12,Entertainment,627.53,Official lunch hosted during conference at post,,
21/02/12,Entertainment,684.00,Official contracted catering supplier,,
24/02/12,Entertainment,1343.93,Meals hosted in margins of official conference,,
29/02/12,Entertainment,667.25,Contribution to official reception ,,
06/02/12,Food & Drink,601.63,Re-stock of wine cellar for Residence at post,,
01/02/12,Hotels,854.77,,,
02/02/12,Hotels,504.09,,,
02/02/12,Hotels,526.95,,,
02/02/12,Hotels,522.00,,,
02/02/12,Hotels,620.84,,,
02/02/12,Hotels,516.62,,,
03/02/12,Hotels,720.13,,,
03/02/12,Hotels,990.00,,,
06/02/12,Hotels,776.07,,,
06/02/12,Hotels,1254.00,,,
06/02/12,Hotels,958.82,,,
06/02/12,Hotels,554.09,,,
06/02/12,Hotels,619.73,,,
06/02/12,Hotels,774.85,,,
06/02/12,Hotels,580.00,,,
06/02/12,Hotels,8559.58,,,
06/02/12,Hotels,695.64,,,
06/02/12,Hotels,945.44,,,
07/02/12,Hotels,647.00,,,
07/02/12,Hotels,1297.95,,,
08/02/12,Hotels,676.22,,,
08/02/12,Hotels,637.96,,,
08/02/12,Hotels,903.66,,,
09/02/12,Hotels,1038.00,,,
09/02/12,Hotels,673.45,,,
09/02/12,Hotels,1844.72,,,
10/02/12,Hotels,1293.18,,,
10/02/12,Hotels,1150.00,,,
10/02/12,Hotels,518.64,,,
13/02/12,Hotels,668.37,,,
13/02/12,Hotels,939.46,,,
13/02/12,Hotels,660.60,,,
13/02/12,Hotels,522.58,,,
13/02/12,Hotels,737.18,,,
13/02/12,Hotels,667.20,,,
13/02/12,Hotels,755.29,,,
13/02/12,Hotels,2141.10,,,
13/02/12,Hotels,1209.52,,,
14/02/12,Hotels,777.32,,,
14/02/12,Hotels,518.45,,,
15/02/12,Hotels,1211.90,,,
15/02/12,Hotels,594.63,,,
16/02/12,Hotels,521.17,,,
16/02/12,Hotels,585.54,,,
17/02/12,Hotels,505.78,,,
17/02/12,Hotels,633.50,,,
17/02/12,Hotels,683.41,,,
17/02/12,Hotels,513.77,,,
17/02/12,Hotels,-520.19,,,
20/02/12,Hotels,1659.84,,,
20/02/12,Hotels,2620.16,,,
20/02/12,Hotels,528.77,,,
20/02/12,Hotels,865.61,,,
20/02/12,Hotels,1210.00,,,
20/02/12,Hotels,558.00,,,
20/02/12,Hotels,558.00,,,
20/02/12,Hotels,558.00,,,
22/02/12,Hotels,726.82,,,
22/02/12,Hotels,932.98,,,
22/02/12,Hotels,1088.00,,,
22/02/12,Hotels,543.00,,,
22/02/12,Hotels,1500.00,,,
23/02/12,Hotels,1048.43,,,
23/02/12,Hotels,5107.20,,,
23/02/12,Hotels,830.88,,,
23/02/12,Hotels,1527.59,,,
23/02/12,Hotels,687.20,,,
24/02/12,Hotels,3480.70,,,
24/02/12,Hotels,3267.84,,,
24/02/12,Hotels,651.45,,,
24/02/12,Hotels,776.00,,,
24/02/12,Hotels,701.11,,,
24/02/12,Hotels,3301.90,,,
27/02/12,Hotels,2720.90,,,
27/02/12,Hotels,1272.52,,,
27/02/12,Hotels,570.45,,,
27/02/12,Hotels,3350.30,,,
27/02/12,Hotels,897.13,,,
27/02/12,Hotels,545.88,,,
27/02/12,Hotels,519.41,,,
27/02/12,Hotels,840.00,,,
27/02/12,Hotels,3294.02,,,
27/02/12,Hotels,1217.85,,,
28/02/12,Hotels,1961.12,,,
28/02/12,Hotels,2392.11,,,
28/02/12,Hotels,1595.30,,,
28/02/12,Hotels,840.00,,,
28/02/12,Hotels,535.50,,,
28/02/12,Hotels,2225.32,,,
28/02/12,Hotels,712.00,,,
28/02/12,Hotels,644.91,,,
28/02/12,Hotels,1538.60,,,
28/02/12,Hotels,924.64,,,
28/02/12,Hotels,558.00,,,
28/02/12,Hotels,558.00,,,
29/02/12,Hotels,652.12,,,
29/02/12,Hotels,2189.59,,,
29/02/12,Hotels,1159.40,,,
29/02/12,Hotels,5915.28,,,
29/02/12,Motoring,982.68,,,
07/02/12,Other Retailers,-3719.10,,,
08/02/12,Other Retailers,504.17,Groceries for official dinner and cocktail reception at post,,
09/02/12,Other Retailers,1279.34,IT software for use at post,,
10/02/12,Other Retailers,1369.56,Stationery at post,,
10/02/12,Other Retailers,958.36,Purchase of Olympic mascots,,
10/02/12,Other Retailers,1500.00,Purchase of Olympic mascots,,
14/02/12,Other Retailers,522.43,,,
15/02/12,Other Retailers,549.55,,,
17/02/12,Other Retailers,1060.49,IT equipment for post,,
22/02/12,Other Retailers,796.04,,,
23/02/12,Other Retailers,615.53,IT equipment for post,,
23/02/12,Other Retailers,644.48,,,
24/02/12,Other Retailers,750.11,,,
24/02/12,Other Retailers,-2518.70,,,
27/02/12,Other Retailers,681.67,Purchase of UK/SVK badges for pre-Olympics campaign,,
27/02/12,Other Retailers,2518.70,5 x digital camera packages,,
28/02/12,Other Retailers,956.29,,,
01/02/12,Services,1050.00,Annual subscription to Newsletter,,
01/02/12,Services,759.60,,,
01/02/12,Services,596.99,,,
02/02/12,Services,595.86,,,
02/02/12,Services,851.66,,,
02/02/12,Services,547.20,,,
02/02/12,Services,636.24,,,
03/02/12,Services,667.20,,,
03/02/12,Services,754.80,,,
03/02/12,Services,1042.80,Hire of AV equipment for talks,,
06/02/12,Services,615.71,,,
06/02/12,Services,791.64,,,
06/02/12,Services,718.80,,,
06/02/12,Services,1437.60,Purchase of IT equipment to help remote & flexi-workers,,
06/02/12,Services,613.04,,,
07/02/12,Services,1054.00,2 x conference fees,,
07/02/12,Services,563.87,,,
08/02/12,Services,750.44,,,
08/02/12,Services,720.00,,,
08/02/12,Services,1338.00,Annual internet subscription,,
08/02/12,Services,625.00,,,
08/02/12,Services,1430.77,Local network charge for official mobile phones at post,,
09/02/12,Services,1069.20,10 delegates on 'Unconscious Bias' training course,,
09/02/12,Services,982.06,,,
09/02/12,Services,665.77,,,
09/02/12,Services,587.11,,,
09/02/12,Services,562.80,,,
10/02/12,Services,673.14,,,
10/02/12,Services,-800.00,,,
13/02/12,Services,805.71,,,
14/02/12,Services,564.24,,,
14/02/12,Services,788.98,,,
14/02/12,Services,878.44,,,
14/02/12,Services,1004.40,Hire of AV equipment for presentation,,
15/02/12,Services,594.00,,,
16/02/12,Services,1442.59,Advertisement for job vacancy,,
16/02/12,Services,1259.00,Accountancy training ,,
16/02/12,Services,1139.00,Accountancy training ,,
17/02/12,Services,835.85,,,
17/02/12,Services,540.00,,,
17/02/12,Services,1428.00,Journal subscription,,
20/02/12,Services,616.26,,,
21/02/12,Services,540.00,,,
22/02/12,Services,591.66,,,
22/02/12,Services,867.99,,,
22/02/12,Services,581.92,,,
22/02/12,Services,1096.49,Training courses for professional accountancy qualification,,
23/02/12,Services,1474.20,Attendance at Prince 2 Project Management course,,
23/02/12,Services,810.00,,,
23/02/12,Services,665.08,,,
23/02/12,Services,698.27,Prince 2 course (project management),,
24/02/12,Services,541.46,,,
24/02/12,Services,616.26,,,
24/02/12,Services,667.20,,,
27/02/12,Services,514.83,,,
27/02/12,Services,624.05,,,
27/02/12,Services,958.80,Prince 2 course (record management),,
27/02/12,Services,1296.00,Two conference fees ,,
28/02/12,Services,569.52,,,
28/02/12,Services,842.52,,,
28/02/12,Services,895.25,,,
28/02/12,Services,791.64,,,
29/02/12,Services,744.00,,,
29/02/12,Services,1378.80,Professional organisation subscription,,
29/02/12,Services,771.60,,,
29/02/12,Services,850.80,,,
29/02/12,Services,724.56,,,
29/02/12,Services,1500.00,2 x Chartered Institute of Personnel & Development conference fees,,
10/02/12,Supermarkets,1242.47,IT equipment at post,,
10/02/12,Supermarkets,1242.47,IT equipment at post,,
10/02/12,Supermarkets,1096.05,IT equipment at post,,
20/02/12,Supermarkets,503.20,,,
01/02/12,Travel Agencies,3286.80,,,
01/02/12, Travel Agencies,2093.53,,,
01/02/12, Travel Agencies,788.85,,,
01/02/12, Travel Agencies,788.85,,,
01/02/12, Travel Agencies,661.13,,,
01/02/12, Travel Agencies,573.49,,,
01/02/12, Travel Agencies,1477.93,,,
01/02/12, Travel Agencies,503.77,,,
02/02/12, Travel Agencies,1146.55,,,
02/02/12, Travel Agencies,1116.05,,,
02/02/12, Travel Agencies,1116.05,,,
02/02/12, Travel Agencies,814.97,,,
02/02/12, Travel Agencies,746.59,,,
02/02/12, Travel Agencies,3761.41,,,
02/02/12, Travel Agencies,1637.14,,,
02/02/12, Travel Agencies,894.06,,,
02/02/12, Travel Agencies,702.15,,,
03/02/12, Travel Agencies,1207.13,,,
03/02/12, Travel Agencies,685.16,,,
03/02/12, Travel Agencies,680.23,,,
03/02/12, Travel Agencies,573.12,,,
03/02/12, Travel Agencies,3606.60,,,
03/02/12, Travel Agencies,4055.05,,,
03/02/12, Travel Agencies,4086.33,,,
03/02/12, Travel Agencies,552.40,,,
06/02/12, Travel Agencies,-4721.43,,,
06/02/12, Travel Agencies,528.36,,,
06/02/12, Travel Agencies,-4086.33,,,
06/02/12, Travel Agencies,-552.40,,,
06/02/12, Travel Agencies,683.14,,,
06/02/12, Travel Agencies,610.00,,,
07/02/12, Travel Agencies,573.42,,,
07/02/12, Travel Agencies,3779.12,,,
07/02/12, Travel Agencies,4932.90,,,
08/02/12, Travel Agencies,664.31,,,
09/02/12, Travel Agencies,-1372.32,,,
09/02/12, Travel Agencies,1080.72,,,
09/02/12, Travel Agencies,1349.90,,,
09/02/12, Travel Agencies,523.59,,,
09/02/12, Travel Agencies,4456.16,,,
09/02/12, Travel Agencies,4456.16,,,
09/02/12, Travel Agencies,1178.03,,,
09/02/12, Travel Agencies,1178.03,,,
09/02/12, Travel Agencies,3009.23,,,
09/02/12, Travel Agencies,-1469.40,,,
10/02/12, Travel Agencies,1287.44,,,
13/02/12, Travel Agencies,724.55,,,
13/02/12, Travel Agencies,1412.93,,,
13/02/12, Travel Agencies,876.66,,,
13/02/12, Travel Agencies,1143.60,,,
13/02/12, Travel Agencies,1143.60,,,
13/02/12, Travel Agencies,704.25,,,
13/02/12, Travel Agencies,772.43,,,
13/02/12, Travel Agencies,671.80,,,
13/02/12, Travel Agencies,671.80,,,
13/02/12, Travel Agencies,671.80,,,
13/02/12, Travel Agencies,1007.70,,,
13/02/12, Travel Agencies,2351.30,,,
13/02/12, Travel Agencies,2852.52,,,
13/02/12, Travel Agencies,2852.52,,,
13/02/12, Travel Agencies,-2040.80,,,
14/02/12, Travel Agencies,2691.81,,,
14/02/12, Travel Agencies,866.26,,,
14/02/12, Travel Agencies,1538.43,,,
14/02/12, Travel Agencies,560.40,,,
14/02/12, Travel Agencies,670.63,,,
14/02/12, Travel Agencies,1044.04,,,
14/02/12, Travel Agencies,2034.57,,,
14/02/12, Travel Agencies,1159.61,,,
14/02/12, Travel Agencies,952.27,,,
14/02/12, Travel Agencies,895.89,,,
14/02/12, Travel Agencies,1466.57,,,
15/02/12, Travel Agencies,2257.91,,,
15/02/12, Travel Agencies,827.29,,,
15/02/12, Travel Agencies,515.92,,,
15/02/12, Travel Agencies,622.92,,,
15/02/12, Travel Agencies,793.91,,,
15/02/12, Travel Agencies,872.08,,,
16/02/12, Travel Agencies,2068.09,,,
16/02/12, Travel Agencies,3417.06,,,
16/02/12, Travel Agencies,1087.64,,,
16/02/12, Travel Agencies,1496.20,,,
16/02/12, Travel Agencies,503.77,,,
16/02/12, Travel Agencies,-503.77,,,
17/02/12, Travel Agencies,883.21,,,
17/02/12, Travel Agencies,723.37,,,
17/02/12, Travel Agencies,2609.46,,,
17/02/12, Travel Agencies,525.92,,,
17/02/12, Travel Agencies,852.62,,,
17/02/12, Travel Agencies,805.11,,,
17/02/12, Travel Agencies,-1595.42,,,
20/02/12, Travel Agencies,1958.44,,,
21/02/12, Travel Agencies,552.34,,,
21/02/12, Travel Agencies,552.34,,,
21/02/12, Travel Agencies,3029.03,,,
21/02/12, Travel Agencies,2760.93,,,
21/02/12, Travel Agencies,3777.29,,,
21/02/12, Travel Agencies,2072.47,,,
21/02/12, Travel Agencies,691.21,,,
21/02/12, Travel Agencies,1629.24,,,
22/02/12, Travel Agencies,1335.46,,,
22/02/12, Travel Agencies,5835.18,,,
22/02/12, Travel Agencies,3160.20,,,
22/02/12, Travel Agencies,1538.23,,,
22/02/12, Travel Agencies,1574.23,,,
22/02/12, Travel Agencies,5835.18,,,
22/02/12, Travel Agencies,1495.99,,,
22/02/12, Travel Agencies,5835.18,,,
22/02/12, Travel Agencies,773.02,,,
22/02/12, Travel Agencies,535.63,,,
22/02/12, Travel Agencies,-3029.03,,,
24/02/12, Travel Agencies,2638.60,,,
24/02/12, Travel Agencies,528.68,,,
24/02/12, Travel Agencies,2709.00,,,
24/02/12, Travel Agencies,2584.83,,,
24/02/12, Travel Agencies,570.88,,,
24/02/12, Travel Agencies,570.88,,,
24/02/12, Travel Agencies,1721.40,,,
27/02/12, Travel Agencies,2086.31,,,
27/02/12, Travel Agencies,804.30,,,
27/02/12, Travel Agencies,556.77,,,
27/02/12, Travel Agencies,804.30,,,
27/02/12, Travel Agencies,830.44,,,
27/02/12, Travel Agencies,2510.53,,,
27/02/12, Travel Agencies,749.13,,,
27/02/12, Travel Agencies,2067.78,,,
27/02/12, Travel Agencies,714.11,,,
27/02/12, Travel Agencies,2067.78,,,
27/02/12, Travel Agencies,2067.78,,,
27/02/12, Travel Agencies,2617.39,,,
27/02/12, Travel Agencies,2675.01,,,
27/02/12, Travel Agencies,726.83,,,
27/02/12, Travel Agencies,1626.55,,,
27/02/12, Travel Agencies,572.50,,,
28/02/12, Travel Agencies,-598.30,,,
28/02/12, Travel Agencies,626.68,,,
28/02/12, Travel Agencies,626.68,,,
29/02/12, Travel Agencies,-967.02,,,
29/02/12, Travel Agencies,2455.07,,,
29/02/12, Travel Agencies,930.39,,,
29/02/12, Travel Agencies,2455.07,,,
29/02/12, Travel Agencies,3990.24,,,
23/02/12,Utilities,681.21,Water and electricity at post,,
